2	O

EXPLANATORY	O
NOTICES	O
.	O

EXPLANATORY	O
NOTICES	O
.	O

Thermometrical	O
Register	O
.	O

THE	O
Thermometrical	O
Register	O
,	O
showing	O
the	O
highest	O
and	O
lowest	O
temperature	O
of	O
the	O

corresponding	O
month	O
of	O
the	O
preceding	O
year	O
,	O
has	O
been	O
resumed	O
in	O
the	O
British	O
Almanac	B-PRODUCT

this	O
year	O
at	O
the	O
request	O
of	O
numerous	O
correspondents	O
.	O
These	O
registers	O
are	O
copied	O
from	O

those	O
made	O
at	O
the	O
Royal	B-FAC
Observatory	I-FAC
,	O
Greenwich	B-GPE
.	O
They	O
show	O
the	O
highest	O
and	O
lowest	O

ranges	O
within	O
each	O
twenty	O
-	O
four	O
hours	O
,	O
from	O
self	O
-	O
registering	O
thermometers	O
.	O
Each	O

month	O
is	O
placed	O
with	O
its	O
corresponding	O
month	O
,	O
as	O
affording	O
the	O
most	O
ready	O
and	O

advantageous	O
means	O
of	O
comparison	O
,	O
although	O
by	O
this	O
arrangement	O
the	O
register	O
of	O
the	O

last	O
three	O
months	O
of	O
1870	B-DATE
follows	O
the	O
nine	O
months	O
of	O
1871	B-DATE
,	O
which	O
are	O
all	O
that	O
can	O
be	O

given	O
up	O
to	O
the	O
day	O
of	O
publication	O
.	O

Equation	O
of	O
Time	O
.	O

In	O
this	O
Almanac	B-PRODUCT
the	O
calculations	O
are	O
all	O
made	O
for	O
mean	O
time	O
(	O
given	O
by	O
the	O
clock	O
)	O
,	O

instead	O
of	O
apparent	O
time	O
(	O
given	O
by	O
the	O
sun	O
-	O
dial	O
)	O
,	O
which	O
latter	O
had	O
been	O
used	O
up	O
to	O
the	O

year	O
1833	B-DATE
.	O
It	O
must	O
be	O
obvious	O
that	O
,	O
for	O
all	O
practical	O
purposes	O
,	O
mean	O
time	O
is	O
the	O
most	O

useful	O
;	O
and	O
to	O
obtain	O
it	O
from	O
apparent	O
time	O
,	O
the	O
columns	O
in	O
the	O
Almanac	B-PRODUCT
headed	O

“	O
Equation	O
of	O
Time	O
"	O
should	O
be	O
used	O
.	O
The	O
column	O
“	O
Equation	O
of	O
Time	O
"	O
ought	O
,	O
for	O

example	O
,	O
to	O
be	O
consulted	O
when	O
persons	O
are	O
desirous	O
of	O
setting	O
their	O
clock	O
by	O
a	O
sun	O
-	O
dial	O
.	O

When	O
clock	O
after	O
sun	O
is	O
written	O
above	O
the	O
number	O
of	O
minutes	O
and	O
seconds	O
opposite	O
to	O
the	O

day	O
,	O
then	O
the	O
clock	O
ought	O
to	O
be	O
set	O
so	O
much	O
slower	O
than	O
the	O
sun	O
-	O
