2	O

EXPLANATORY	O
NOTICES	O
.	O

6	O

EXPLANATORY	O
NOTICES	O
.	O

Explanation	O
of	O
the	O
column	O
headed	O
“	O
Thermometrical	O
Register	O
.	O
"	O

The	O
Thermometrical	O
Register	O
commences	O
with	O
Nov	O
.	O
1853	O
,	O
and	O
closes	O
with	O
Oct	O
.	O
1854	O
,	O

inclusive	O
.	O
These	O
registers	O
have	O
been	O
carefully	O
copied	O
from	O
those	O
made	O
at	O
the	O
Royal	O

Observatory	O
,	O
Greenwich	O
,	O
and	O
which	O
are	O
also	O
deposited	O
with	O
the	O
Royal	O
Society	O
.	O
They	O

show	O
the	O
highest	O
and	O
lowest	O
ranges	O
within	O
each	O
twenty	O
-	O
four	O
hours	O
,	O
from	O
twelve	O
different	O

readings	O
.	O
Each	O
month	O
is	O
placed	O
with	O
its	O
corresponding	O
month	O
,	O
as	O
affording	O
the	O
most	O

ready	O
and	O
advantageous	O
means	O
of	O
comparison	O
,	O
although	O
by	O
this	O
arrangement	O
the	O
register	O

of	O
the	O
last	O
two	O
months	O
of	O
1833	O
follows	O
the	O
ten	O
months	O
of	O
1854	O
,	O
which	O
are	O
all	O
we	O
can	O
give	O

up	O
to	O
the	O
day	O
of	O
publication	O
.	O

Explanation	O
of	O
the	O
columns	O
headed	O
“	O
Length	O
of	O
day	O
.	O
”	O
“	O
Day	O
's	O
increase	O
or	O
decrease	O
,	O
"	O

“	O
Day	O
breaks	O
,	O
”	O
and	O
“	O
Twilight	O
ends	O
.	O
"	O

The	O
column	O
headed	O
“	O
Length	O
of	O
day	O
”	O
contains	O
the	O
number	O
of	O
hours	O
and	O
minutes	O

between	O
sunrise	O
and	O
sunset	O
.	O
The	O
column	O
headed	O
“	O
Day	O
's	O
increase	O

expresses	O
the	O

number	O
of	O
hours	O
and	O
minutes	O
which	O
the	O
day	O
has	O
increased	O
since	O
the	O
shortest	O
day	O
;	O
and	O
,	O

where	O
the	O
column	O
is	O
headed	O
“	O
Day	O
's	O
decrease	O
,	O
”	O
it	O
expresses	O
the	O
number	O
of	O
hours	O
and	O

minutes	O
which	O
the	O
day	O
has	O
decreased	O
since	O
the	O
longest	O
day	O
;	O
for	O
example	O
,	O
the	O
length	O
of	O

the	O
longest	O
day	O
in	O
1853	O
is	O
put	O
down	O
in	O
the	O
column	O
“	O
Length	O
of	O
day	O
"	O
at	O
16	O
h	O
.	O
34	O
m	O
.	O
;	O

and	O
on	O
the	O
6th	O
of	O
July	O
following	O
we	O
find	O
that	O
the	O
length	O
of	O
the	O
day	O
,	O
or	O
the	O
number	O
of	O

hours	O
and	O
minutes	O
between	O
sunrise	O
and	O
