#	O
#	O
p	O
.	O
(	O
#	O
5	O
)	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O

IReport	O

W	O
E	O
have	O
much	O
to	O
rejoice	O
us	O
this	O
year	O
in	O
the	O
various	O
departments	O
of	O

our	O
Society	B-ORG
’	O
s	O
work	O
.	O

Our	O
Publications	B-PRODUCT
.	O

The	O
Grace	O
Examinations	O
to	O
commemorate	O
the	O
Empress	B-PERSON
Dowager	I-PERSON

reaching	O
the	O
age	O
of	O
60	O
were	O
held	O
simultaneously	O
in	O
September	B-DATE
.	O
It	O
is	O
a	O

high	O
gratification	O
to	O
us	O
to	O
announce	O
that	O
through	O
special	O
funds	O
,	O
appealed	O

for	O
to	O
meet	O
this	O
special	O
occasion	O
,	O
we	O
succeeded	O
in	O
sending	O
6,000	B-CARDINAL
of	O
our	O

publications	B-PRODUCT
to	O
each	O
of	O
the	O
ten	B-CARDINAL
maritime	O
provinces	B-LOC
,	O
making	O
60,000	B-CARDINAL
in	O

all	O
.	O
720,000	B-CARDINAL
pages	B-PRODUCT
were	O
thus	O
distributed	O
gratis	B-MONEY
,	O
a	O
number	O
far	O
in	O
advance	O

of	O
anything	O
our	O
Society	B-ORG
has	O
ever	O
done	O
before	O
.	O

Another	O
ambition	O
of	O
ours	O
was	O
the	O
establishment	O
of	O
Branch	B-ORG
Depdts	I-ORG

in	O
the	O
provinces	B-LOC
for	O
the	O
sale	O
of	O
our	O
Publications	B-PRODUCT
.	O
We	O
have	O
now	O
Depots	O

in	O
Peking	B-GPE
,	O
in	O
Moukden	B-GPE
,	O
in	O
Tientsin	B-GPE
,	O
Shensi	B-GPE
,	O
in	O
Nanking	B-GPE
and	O
in	O
Chefoo	B-GPE
,	O

with	O
the	O
small	O
supply	O
of	O
$	B-MONEY
100	I-MONEY
worth	O
of	O
literature	O
in	O
each	O
to	O
start	O
with	O
.	O

The	O
work	O
which	O
will	O
make	O
this	O
year	O
most	O
memorable	O
however	O
,	O
is	O

the	O
republication	O
of	O
Dr	B-PERSON
.	I-PERSON
Faber	I-PERSON
’	O
s	O
great	O
work	O
on	O
Civilization	O
,	O
a	O
book	B-PRODUCT
in	O

5	B-CARDINAL
Chinese	B-LANGUAGE
Volumes	O
,	O
and	O
treating	O
of	O
all	O
the	O
leading	O
forces	O
of	O
Western	B-LOC

Civilization	I-LOC
.	O
Thanks	O
to	O
the	O
generosity	O
of	O
the	O
Rev	B-PERSON
.	I-PERSON
P	I-PERSON
.	I-PERSON
Kranz	I-PERSON
we	O
have	O

published	O
an	O
edition	B-PRODUCT
of	O
two	B-CARDINAL
thousand	I-CARDINAL
copies	B-PRODUCT
,	O
so	O
that	O
we	O
shall	O
be	O
able	O

to	O
present	O
all	O
the	O
great	O
Mandarins	B-NORP
of	O
the	O
Empire	B-GPE
with	O
a	O
copy	O
each	O
.	O

We	O
have	O
also	O
republished	O
the	O
work	O
which	O
the	O
late	O
Dr	B-PERSON
.	I-PERSON
Williamson	I-PERSON

was	O
publishing	O
when	O
he	O
died	O
,	O
viz	O
:	O
What	O
a	O
Nation	O
Needs	O
.	O
This	O
is	O
at	O
the	O

request	O
of	O
the	O
members	O
of	O
the	B-NORP
English	I-NORP
Baptist	I-NORP
Mission	I-NORP
,	O
who	O
wish	O
to	O

have	O
it	O
for	O
circulation	O
and	O
who	O
meet	O
the	O
expense	O
of	O
publication	O
.	O
But	O

the	O
stereotyping	O
of	O
several	O
of	O
these	O
works	B-PRODUCT
for	O
future	O
use	O
has	O
involved	O

considerable	O
expense	O
.	O

The	O
book	B-PRODUCT
on	O
the	O
Benefits	O
of	O
Christianity	O
has	O
been	O
sold	O
out	O
at	O
its	O
full	O

cost	O
price	O
,	O
and	O
a	O
new	O
edition	O
has	O
therefore	O
been	O
ordered	O
.	O

#	O
#	O
p	O
.	O
(	O
#	O
6	O
)	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O

8	O

We	O
have	O
published	O
Mr	O
.	O
George	B-PERSON
Jamieson	I-PERSON
’	O
s	O
Article	O
on	O
English	O
Law	O

in	O
China	B-GPE
.	O
The	O
outline	O
of	O
the	O
Rise	O
and	O
Progress	O
of	O
the	O
Christian	O
En	O
¬	O

deavour	O
movement	O
,	O
now	O
numbering	O
millions	B-CARDINAL
of	O
followers	O
,	O
published	O

in	O
the	O
Missionary	O
Review	O
,	O
was	O
republished	O
by	O
the	O
United	B-ORG
Society	I-ORG
of	I-ORG

Christian	I-ORG
Endeavour	I-ORG
for	I-ORG
China	I-ORG
,	O
and	O
stereotyped	O
by	O
us	O
.	O
Dr	B-PERSON
.	I-PERSON
Faber	I-PERSON
’	O
s	O

Chinese	B-LANGUAGE
Theories	O
of	O
Human	O
Nature	O
is	O
in	O
press	O
.	O
Miss	B-PERSON
Harvie	I-PERSON
,	O
Secretary	O
of	O

the	O
Ladies	B-PERSON
’	I-PERSON
Society	I-PERSON
in	O
Glasgow	B-GPE
,	O
has	O
sent	O
us	O
a	O
box	O
of	O
the	O
beautiful	O

chrome	O
of	O
The	O
Better	O
Land	O
,	O
which	O
will	O
form	O
the	O
finest	O
illustration	O
ever	O

put	O
out	O
for	O
Chinese	O
homes	O
.	O
The	O
Secretaries	B-ORG
of	O
the	O
Christian	B-ORG
Literature	I-ORG

Society	I-ORG
in	O
Glasgow	B-GPE
have	O
also	O
sent	O
us	O
