#	O
#	O
p	O
.	O
(	O
#	O
5	O
)	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O

IReport	O

W	O
E	O
have	O
much	O
to	O
rejoice	O
us	O
this	O
year	O
in	O
the	O
various	O
departments	O
of	O

our	O
Society	O
’	O
s	O
work	O
.	O

Our	O
Publications	O
.	O

The	O
Grace	O
Examinations	O
to	O
commemorate	O
the	O
Empress	O
Dowager	O

reaching	O
the	O
age	O
of	O
60	O
were	O
held	O
simultaneously	O
in	O
September	O
.	O
It	O
is	O
a	O

high	O
gratification	O
to	O
us	O
to	O
announce	O
that	O
through	O
special	O
funds	O
,	O
appealed	O

for	O
to	O
meet	O
this	O
special	O
occasion	O
,	O
we	O
succeeded	O
in	O
sending	O
6,000	O
of	O
our	O

publications	O
to	O
each	O
of	O
the	O
ten	O
maritime	O
provinces	O
,	O
making	O
60,000	O
in	O

all	O
.	O
720,000	O
pages	O
were	O
thus	O
distributed	O
gratis	O
,	O
a	O
number	O
far	O
in	O
advance	O

of	O
anything	O
our	O
Society	O
has	O
ever	O
done	O
before	O
.	O

Another	O
ambition	O
of	O
ours	O
was	O
the	O
establishment	O
of	O
Branch	O
Depdts	O

in	O
the	O
provinces	O
for	O
the	O
sale	O
of	O
our	O
Publications	O
.	O
We	O
have	O
now	O
Depots	O

in	O
Peking	O
,	O
in	O
Moukden	O
,	O
in	O
Tientsin	O
,	O
Shensi	O
,	O
in	O
Nanking	O
and	O
in	O
Chefoo	O
,	O

with	O
the	O
small	O
supply	O
of	O
$	O
100	O
worth	O
of	O
literature	O
in	O
each	O
to	O
start	O
with	O
.	O

The	O
work	O
which	O
will	O
make	O
this	O
year	O
most	O
memorable	O
however	O
,	O
is	O

the	O
republication	O
of	O
Dr	O
.	O
Faber	O
’	O
s	O
great	O
work	O
on	O
Civilization	O
,	O
a	O
book	O
in	O

5	O
Chinese	O
Volumes	O
,	O
and	O
treating	O
of	O
all	O
the	O
leading	O
forces	O
of	O
Western	O

Civilization	O
.	O
Thanks	O
to	O
the	O
generosity	O
of	O
the	O
Rev	O
.	O
P	O
.	O
Kranz	O
we	O
have	O

published	O
an	O
edition	O
of	O
two	O
thousand	O
copies	O
,	O
so	O
that	O
we	O
shall	O
be	O
able	O

to	O
present	O
all	O
the	O
great	O
Mandarins	O
of	O
the	O
Empire	O
with	O
a	O
copy	O
each	O
.	O

We	O
have	O
also	O
republished	O
the	O
work	O
which	O
the	O
late	O
Dr	O
.	O
Williamson	O

was	O
publishing	O
when	O
he	O
died	O
,	O
viz	O
:	O
What	O
a	O
Nation	O
Needs	O
.	O
This	O
is	O
at	O
the	O

request	O
of	O
the	O
members	O
of	O
the	O
English	O
Baptist	O
Mission	O
,	O
who	O
wish	O
to	O

have	O
it	O
for	O
circulation	O
and	O
who	O
meet	O
the	O
expense	O
of	O
publication	O
.	O
But	O

the	O
stereotyping	O
of	O
several	O
of	O
these	O
works	O
for	O
future	O
use	O
has	O
involved	O

considerable	O
expense	O
.	O

The	O
book	O
on	O
the	O
Benefits	O
of	O
Christianity	O
has	O
been	O
sold	O
out	O
at	O
its	O
full	O

cost	O
price	O
,	O
and	O
a	O
new	O
edition	O
has	O
therefore	O
been	O
ordered	O
.	O

#	O
#	O
p	O
.	O
(	O
#	O
6	O
)	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O

8	O

We	O
have	O
published	O
Mr	O
.	O
George	O
Jamieson	O
’	O
s	O
Article	O
on	O
English	O
Law	O

in	O
China	O
.	O
The	O
outline	O
of	O
the	O
Rise	O
and	O
Progress	O
of	O
the	O
Christian	O
En	O
¬	O

deavour	O
movement	O
,	O
now	O
numbering	O
millions	O
of	O
followers	O
,	O
published	O

in	O
the	O
Missionary	O
Review	O
,	O
was	O
republished	O
by	O
the	O
United	O
Society	O
of	O

Christian	O
Endeavour	O
for	O
China	O
,	O
and	O
stereotyped	O
by	O
us	O
.	O
Dr	O
.	O
Faber	O
’	O
s	O

Chinese	O
Theories	O
of	O
Human	O
Nature	O
is	O
in	O
press	O
.	O
Miss	O
Harvie	O
,	O
Secretary	O
of	O

the	O
Ladies	O
’	O
Society	O
in	O
Glasgow	O
,	O
has	O
sent	O
us	O
a	O
box	O
of	O
the	O
beautiful	O

chrome	O
of	O
The	O
Better	O
Land	O
,	O
which	O
will	O
form	O
the	O
finest	O
illustration	O
ever	O

put	O
out	O
for	O
Chinese	O
homes	O
.	O
The	O
Secretaries	O
of	O
the	O
Christian	O
Literature	O

Society	O
in	O
Glasgow	O
have	O
also	O
sent	O
us	O
a	O
fine	O
collection	O
of	O
electros	O
for	O

illustrating	O
our	O
magazines	O
and	O
books	O
.	O
The	O
Progress	O
of	O
Surrounding	O

Nations	O
;	O
Agricultural	O
Chemistry	O
;	O
the	O
Value	O
of	O
the	O
Doctrine	O
of	O
Immortality	O
;	O

Mrs	O
.	O
Foster	O
on	O
Persecutions	O
in	O
Madagascar	O
and	O
Christian	O
Missions	O
in	O
the	O

South	O
Sea	O
,	O
and	O
Daily	O
Readings	O
also	O
by	O
her	O
,	O
have	O
all	O
appeared	O
serially	O

in	O
our	O
periodicals	O
and	O
will	O
be	O
published	O
separately	O
.	O
A	O
Universal	O

History	O
is	O
being	O
translated	O
for	O
our	O
Society	O
.	O
Mackenzie	O
’	O
s	O
Nineteenth	O

Century	O
is	O
