#	O
#	O
p	O
.	O
1	O
(	O
#	O
15	O
)	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O
#	O

THE	O
PENNY	O
MAGAZINE	O

OF	O
THE	O

Society	O
for	O
the	O
Diffusion	O
of	O
Useful	O
Knowledge	O
.	O

6	O

1	O
.	O
]	O

PUBLISHED	O
EVERY	O
SATURDAY	O
.	O

[	O
MARCH	O
31	O
,	O
1832	O
.	O

READING	O
FOR	O
ALL	O
.	O

events	O
,	O
can	O
only	O
be	O
corrected	O
by	O
the	O
diffusion	O
of	O
sound	O

In	O
a	O
book	O
upon	O
the	O
Poor	O
,	O
published	O
in	O
1673	O
,	O
called	O
knowledge	O
.	O
Whatever	O
tends	O
to	O
enlarge	O
the	O
range	O
of	O

•	O
The	O
Grand	O
Concern	O
of	O
England	O
explained	O
,	O
'	O
we	O
find	O
observation	O
,	O
to	O
add	O
to	O
the	O
store	O
of	O
facts	O
,	O
to	O
awaken	O
the	O

the	O
following	O
singular	O
proposal	O
:	O
-	O
"	O
that	O
the	O
multitude	O
reason	O
,	O
and	O
to	O
lead	O
the	O
imagination	O
into	O
agreeable	O
and	O

of	O
stage	O
-	O
coaches	O
and	O
caravans	O
,	O
now	O
travelling	O
upon	O
the	O
innocent	O
trains	O
of	O
thought	O
,	O
may	O
assist	O
in	O
the	O
establish	O
-	O

roads	O
,	O
may	O
all	O

,	O
or	O
most	O
of	O
them	O
,	O
be	O
suppressed	O
,	O
especially	O
ment	O
of	O
a	O
sincere	O
and	O
ardent	O
desire	O
for	O
information	O
;	O
and	O

those	O
within	O
forty	O
,	O
fifty	O
,	O
or	O
sixty	O
miles	O
of	O
London	O
.	O
”	O
The	O
in	O
this	O
point	O
of	O
view	O
our	O
little	O
Miscellany	O
may	O
prepare	O

evil	O
of	O
the	O
stage	O
-	O
coaches	O
is	O
somewhat	O
difficult	O
to	O
be	O
per	O
-	O
the	O
way	O
for	O
the	O
reception	O
of	O
more	O
elaborate	O
and	O
precise	O

ceived	O
at	O
the	O
present	O
day	O
;	O
but	O
this	O
ingenious	O
author	O
had	O
knowledge	O
,	O
and	O
be	O
as	O
the	O
small	O
optic	O
-	O
glass	O
called	O
“	O
the	O

no	O
doubt	O
whatever	O
on	O
the	O
matter	O
,	O
"	O
for	O
,	O
”	O
says	O
he	O
,	O
“	O
will	O
finder	O
,	O
”	O
which	O
is	O
placed	O
by	O
the	O
side	O
of	O
a	O
large	O
telescope	O
,	O

any	O
man	O
keep	O
a	O
horse	O
for	O
himself	O
and	O
another	O
for	O
his	O
to	O
enable	O
the	O
observer	O
to	O
discover	O
the	O
star	O
which	O
is	O
after	O
-	O

man	O
,	O
all	O
the	O
year	O
,	O
for	O
to	O
ride	O
one	O
or	O
two	O
journies	O
,	O
that	O
at	O
wards	O
to	O
be	O
carefully	O
examined	O
by	O
the	O
more	O
perfect	O
in	O
-	O

pleasure	O
,	O
when	O
he	O
hath	O
occasion	O
,	O
can	O
step	O
to	O
any	O
place	O
strument	O

where	O
his	O
business	O
lies	O
,	O
for	O
two	O
,	O
three	O
,	O
or	O
four	O
shillings	O
,	O

if	O
within	O
twenty	O
miles	O
of	O
London	O
,	O
and	O
so	O
proportionably	O

CHARING	O
CROSS	O
.	O

into	O
any	O
part	O
of	O
England	O
?	O
"	O

This	O
place	O
has	O
been	O
recently	O

We	O
laugh	O
at	O
the	O
lamentation	O
over	O
the	O
evil	O
of	O
stage	O
-	O

greatly	O
improved	O
by	O
clearing	O

coaches	O
,	O
because	O
we	O
daily	O
see	O
or	O
experience	O
the	O
benefits	O

away	O
decaying	O
houses	O
,	O
and	O
en	O
-	O

of	O
the	O
thousands	O
of	O
public	O
conveyances	O
carrying	O
forward	O

larging	O
the	O
space	O
for	O
the	O
public	O

the	O
personal	O
intercourse	O
of	O
a	O
busy	O
population	O
,	O
and	O
equally	O

convenience	O
,	O
and	O
for	O
the	O
display	O

useful	O
wbether	O
they	O
run	O
from	O
Paddington	O
to	O
the	O
Bank	O
,	O

of	O
newly	O
-	O
erected	O
handsome	O
build	O
-	O

or	O
from	O
the	O
General	O
Post	O
-	O
Office	O
to	O
Edinburgh	O
.	O
Some	O
,	O

ings	O
.	O
It	O
derives	O
its	O
name	O
from	O

however	O
,	O
who	O
acknowledge	O
the	O
fallacy	O
of	O
putting	O
down	O

having	O
been	O
anciently	O
a	O
village	O

long	O
and	O
short	O
stages	O
,	O
that	O
horses	O
may	O
be	O
kept	O
all	O
the	O

detached	O
from	O
London	O
,	O
called	O

year	O
,	O
"	O
for	O
to	O
ride	O
one	O
or	O
two	O
journies	O
,	O
