he	O
principal	O
mountains	O
of	O
France	O
are	O
,	O
1	O
.	O
The	O

Toeget	O
on	O
the	O
north	O
-	O
east	O
.	O
They	O
are	O
of	O
a	O
rounded	O
oat	O
-	O

Bne	O
,	O
with	O
gentle	O
slopes	O
,	O
and	O
afford	O
much	O
open	O
paa	O
-	O

turage	O
.	O
The	O
highest	O
summit	O
is	O
not	O
more	O
than	O
4500	O

ftet	O
nigh	O
.	O
2	O
.	O
The	O
Jura	O
mountains	O
He	O
to	O
the	O
south	O
of	O

these	O
,	O
and	O
their	O
summiu	O
rise	O
to	O
the	O
height	O
of	O
0000	O

feet	O
.	O
3	O
.	O
Many	O
Alpine	O
branches	O
intersect	O
Daaphlny	O

and	O
Provence	O
.	O
In	O
the	O
ceotre	O
of	O
the	O
kingdom	O
are	O
,	O
4	O
.	O

The	O
mountains	O
of	O
Auvergne	O
,	O
of	O
volcamo	O
origin	O
,	O
of	O

which	O
the	O
Puy	O
de	O
Dome	O
,	O
the	O
Moots	O
d'Or	O
,	O
and	O
the	O

Cental	O
,	O
are	O
the	O
principal	O
groups	O
.	O
5	O
.	O
The	O
Cerennee	O

Be	O
to	O
the	O
south	O
-	O
east	O
of	O
the	O
range	O
last	O
mentioned	O
.	O

Their	O
highest	O
summit	O
Is	O
Mont	O
Lozcre	O
(	O
about	O
C	O
510	O

Ihet	O
)	O
.	O
0	O
.	O
The	O
Pyrenees	O
form	O
the	O
prlnnipai	O
part	O
of	O
the	O

boundary	O
between	O
France	O
and	O
Spain	O
.	O
These	O
moun	O
-	O

tains	O
divide	O
the	O
cou	O
.	O
utry	O
into	O
four	O
great	O
basins	O
,	O
the	O

form	O
and	O
exposure	O
of	O
which	O
necessarily	O
have	O
a	O
great	O

influence	O
on	O
their	O
climate	O
and	O
productions	O
.	O
The	O
nar	O
-	O

row	O
valley	O
of	O
the	O
Rhine	O
runs	O
from	O
nortli	O
to	O
<	O
ioutIi	O
,	O

while	O
the	O
open	O
basins	O
of	O
the	O
Seine	O
,	O
the	O
Loire	O
,	O
and	O
the	O

Garonne	O
,	O
stretch	O
iu	O
a	O
north	O
-	O
weslt	O
^	O
rn	O
direction	O
.	O
The	O

Adour	O
rises	O
in	O
the	O
Pyrenees	O
,	O
and	O
washes	O
the	O
walls	O
of	O

Bayonne	O
.	O
The	O
other	O
rivers	O
are	O
principally	O
tributa	O
-	O

jfes	O
.	O
The	O
Marne	O
and	O
the	O
Oise	O
fall	O
into	O
tne	O
Seine	O
;	O

the	O
Allier	O
,	O
the	O
Loire	O
,	O
the	O
Sarthe	O
,	O
and	O
the	O
Maycnne	O
,	O

into	O
the	O
Loire	O
;	O
the	O
Rhone	O
receives	O
the	O
Saoue	O
,	O
the	O

Isire	O
,	O
the	O
Durance	O
,	O
the	O
Ain	O
,	O
and	O
the	O
Sorgue	O
;	O
the	O

Tarn	O
and	O
the	O
Dordi	O
^	O
e	O
join	O
the	O
Garonne	O
.	O
The	O
nu	O
-	O

merous	O
branches	O
of	O
these	O
rivers	O
are	O
joined	O
by	O
canals	O
,	O

which	O
form	O
an	O
extensive	O
internal	O
water	O
communication	O
.	O

In	O
resprct	O
to	O
soil	O
,	O
the	O
richest	O
part	O
of	O
France	O
is	O
the	O

north	O
